ID,number of incoming elements,duration of download (in ms),duration for reloading nodes (in ms),number of reloaded nodes,number of published elements for subject [all],number of published elements for subject [routing],duration for Filtering for subject [routing] (in ms),number of published elements for subject [search],duration for Filtering for subject [search] (in ms)
2022-03-07T21:17:29+01:00,,,,,5000,0,0,225,1
2022-03-07T21:17:29+01:00,,,,,5000,0,0,246,1
2022-03-07T21:17:29+01:00,,,,,5000,0,1,259,2
2022-03-07T21:17:29+01:00,,,,,5000,0,0,223,1
2022-03-07T21:17:29+01:00,,,,,5000,0,0,242,1
2022-03-07T21:17:29+01:00,,,,,5000,0,0,223,2
2022-03-07T21:17:29+01:00,,,,,5000,0,1,251,2
2022-03-07T21:17:29+01:00,,,,,5000,0,1,233,2
2022-03-07T21:17:29+01:00,,,,,5000,0,1,235,2
2022-03-07T21:17:29+01:00,,,,,5000,0,0,206,1
2022-03-07T21:17:29+01:00,,,,,5000,0,0,242,2
2022-03-07T21:17:29+01:00,,,,,5000,0,0,241,1
2022-03-07T21:17:29+01:00,,,,,5000,0,0,281,1
2022-03-07T21:17:29+01:00,,,,,5000,0,0,230,1
2022-03-07T21:17:29+01:00,,,,,5000,0,0,230,1
2022-03-07T21:17:29+01:00,,,,,5000,0,0,230,1
2022-03-07T21:17:30+01:00,,,,,5000,0,1,241,2
2022-03-07T21:17:30+01:00,,,,,5000,0,0,237,2
2022-03-07T21:17:30+01:00,,,,,5000,0,1,249,2
2022-03-07T21:17:30+01:00,,,,,5000,0,1,253,2
2022-03-07T21:17:30+01:00,,,,,5000,0,0,247,2
2022-03-07T21:17:30+01:00,,,,,5000,0,1,247,1
2022-03-07T21:17:30+01:00,,,,,5000,0,0,255,2
2022-03-07T21:17:30+01:00,,,,,5000,0,1,209,2
2022-03-07T21:17:30+01:00,,,,,5000,0,0,240,1
2022-03-07T21:17:30+01:00,,,,,5000,0,0,260,2
2022-03-07T21:17:30+01:00,,,,,5000,0,0,223,1
2022-03-07T21:17:30+01:00,,,,,5000,0,0,215,1
2022-03-07T21:17:30+01:00,,,,,5000,0,0,269,1
2022-03-07T21:17:30+01:00,,,,,5000,0,0,231,1
2022-03-07T21:17:30+01:00,,,,,5000,0,0,243,1
2022-03-07T21:17:30+01:00,,,,,5000,0,0,237,1
2022-03-07T21:17:30+01:00,,,,,5000,0,1,258,1
2022-03-07T21:17:30+01:00,,,,,5000,0,0,242,1
2022-03-07T21:17:30+01:00,,,,,5000,0,0,263,2
2022-03-07T21:17:30+01:00,,,,,5000,0,0,229,2
2022-03-07T21:17:30+01:00,,,,,5000,0,0,238,1
2022-03-07T21:17:30+01:00,,,,,5000,0,0,262,2
2022-03-07T21:17:30+01:00,,,,,5000,0,0,245,1
2022-03-07T21:17:30+01:00,,,,,5000,0,0,244,2
2022-03-07T21:17:30+01:00,,,,,5000,0,0,265,1
2022-03-07T21:17:30+01:00,,,,,5000,0,0,242,1
2022-03-07T21:17:30+01:00,,,,,5000,0,0,261,1
2022-03-07T21:17:30+01:00,,,,,5000,0,1,237,1
2022-03-07T21:17:30+01:00,,,,,5000,0,1,226,1
2022-03-07T21:17:30+01:00,,,,,5000,0,1,241,2
2022-03-07T21:17:30+01:00,,,,,5000,0,0,260,1
2022-03-07T21:17:30+01:00,,,,,5000,0,1,244,3
2022-03-07T21:17:30+01:00,,,,,5000,0,0,249,1
2022-03-07T21:17:30+01:00,,,,,5000,0,0,270,2
2022-03-07T21:17:30+01:00,,,,,5000,0,0,224,1
2022-03-07T21:17:30+01:00,,,,,5000,0,0,230,1
2022-03-07T21:17:30+01:00,,,,,5000,0,1,246,1
2022-03-07T21:17:30+01:00,,,,,5000,0,0,220,1
2022-03-07T21:17:30+01:00,,,,,5000,0,0,239,2
2022-03-07T21:17:30+01:00,,,,,5000,0,0,250,2
2022-03-07T21:17:30+01:00,,,,,5000,0,0,230,2
2022-03-07T21:17:30+01:00,,,,,5000,0,1,237,2
2022-03-07T21:17:30+01:00,,,,,5000,0,1,251,2
2022-03-07T21:17:30+01:00,,,,,5000,0,0,233,1
2022-03-07T21:17:30+01:00,,,,,5000,0,1,226,2
2022-03-07T21:17:30+01:00,,,,,5000,0,0,236,2
2022-03-07T21:17:30+01:00,,,,,5000,0,0,226,1
2022-03-07T21:17:30+01:00,,,,,5000,0,0,245,1
2022-03-07T21:17:30+01:00,,,,,5000,0,1,242,2
2022-03-07T21:17:31+01:00,,,,,5000,0,0,245,1
2022-03-07T21:17:31+01:00,,,,,5000,0,1,247,2
2022-03-07T21:17:31+01:00,,,,,5000,0,0,223,1
2022-03-07T21:17:31+01:00,,,,,5000,0,0,241,1
2022-03-07T21:17:31+01:00,,,,,5000,0,0,232,1
2022-03-07T21:17:31+01:00,,,,,5000,0,0,246,2
2022-03-07T21:17:31+01:00,,,,,5000,0,0,241,1
2022-03-07T21:17:31+01:00,,,,,5000,0,1,241,2
2022-03-07T21:17:31+01:00,,,,,5000,0,0,223,1
2022-03-07T21:17:31+01:00,,,,,5000,0,0,249,1
2022-03-07T21:17:31+01:00,,,,,5000,0,0,250,1
2022-03-07T21:17:31+01:00,,,,,5000,0,1,210,2
2022-03-07T21:17:31+01:00,,,,,5000,0,0,244,2
2022-03-07T21:17:31+01:00,,,,,5000,0,0,235,1
2022-03-07T21:17:31+01:00,,,,,5000,0,1,242,2
2022-03-07T21:17:31+01:00,,,,,5000,0,0,228,2
2022-03-07T21:17:31+01:00,,,,,5000,0,1,254,2
2022-03-07T21:17:31+01:00,,,,,5000,0,0,218,1
2022-03-07T21:17:31+01:00,,,,,5000,0,0,217,2
2022-03-07T21:17:31+01:00,,,,,5000,0,1,219,2
2022-03-07T21:17:31+01:00,,,,,5000,0,1,259,2
2022-03-07T21:17:31+01:00,,,,,5000,0,0,256,1
2022-03-07T21:17:31+01:00,,,,,5000,0,0,227,1
2022-03-07T21:17:31+01:00,,,,,5000,0,0,227,1
2022-03-07T21:17:31+01:00,,,,,5000,0,0,217,1
2022-03-07T21:17:31+01:00,,,,,5000,0,0,227,1
2022-03-07T21:17:31+01:00,,,,,5000,0,0,239,1
2022-03-07T21:17:31+01:00,,,,,5000,0,0,231,1
2022-03-07T21:17:31+01:00,,,,,5000,0,0,237,1
2022-03-07T21:17:31+01:00,,,,,5000,0,0,243,1
2022-03-07T21:17:31+01:00,,,,,5000,0,0,248,1
2022-03-07T21:17:31+01:00,,,,,5000,0,1,229,2
2022-03-07T21:17:31+01:00,,,,,5000,0,4,222,3
2022-03-07T21:17:31+01:00,,,,,5000,0,1,232,3
2022-03-07T21:17:31+01:00,,,,,5000,0,1,257,2
2022-03-07T21:17:31+01:00,,,,,5000,0,0,244,1
2022-03-07T21:17:31+01:00,,,,,5000,0,0,242,1
2022-03-07T21:17:31+01:00,,,,,5000,0,0,238,1
2022-03-07T21:17:31+01:00,,,,,5000,0,0,244,1
2022-03-07T21:17:31+01:00,,,,,5000,0,1,227,3
2022-03-07T21:17:31+01:00,,,,,5000,0,1,219,2
2022-03-07T21:17:31+01:00,,,,,5000,0,1,248,2
2022-03-07T21:17:31+01:00,,,,,5000,0,1,254,3
2022-03-07T21:17:31+01:00,,,,,5000,0,0,226,1
2022-03-07T21:17:31+01:00,,,,,5000,0,0,270,1
2022-03-07T21:17:31+01:00,,,,,5000,0,0,262,1
2022-03-07T21:17:31+01:00,,,,,5000,0,0,256,2
2022-03-07T21:17:31+01:00,,,,,5000,0,0,259,1
2022-03-07T21:17:31+01:00,,,,,5000,0,0,238,1
2022-03-07T21:17:31+01:00,,,,,5000,0,0,257,1
2022-03-07T21:17:32+01:00,,,,,5000,0,0,246,1
2022-03-07T21:17:32+01:00,,,,,5000,0,0,220,1
2022-03-07T21:17:32+01:00,,,,,5000,0,0,212,1
2022-03-07T21:17:32+01:00,,,,,5000,0,0,260,1
2022-03-07T21:17:32+01:00,,,,,5000,0,0,225,1
2022-03-07T21:17:32+01:00,,,,,5000,0,0,234,1
2022-03-07T21:17:32+01:00,,,,,5000,0,0,213,2
2022-03-07T21:17:32+01:00,,,,,5000,0,1,236,2
2022-03-07T21:17:32+01:00,,,,,5000,0,0,238,2
2022-03-07T21:17:32+01:00,,,,,5000,0,0,243,2
2022-03-07T21:17:32+01:00,,,,,5000,0,0,222,1
2022-03-07T21:17:32+01:00,,,,,5000,0,1,259,1
2022-03-07T21:17:32+01:00,,,,,5000,0,0,229,1
2022-03-07T21:17:32+01:00,,,,,5000,0,1,238,2
2022-03-07T21:17:32+01:00,,,,,5000,0,0,250,1
2022-03-07T21:17:32+01:00,,,,,5000,0,0,248,1
2022-03-07T21:17:32+01:00,,,,,5000,0,0,261,1
2022-03-07T21:17:32+01:00,,,,,5000,0,0,249,1
2022-03-07T21:17:32+01:00,,,,,5000,0,0,235,1
2022-03-07T21:17:32+01:00,,,,,5000,0,1,229,2
2022-03-07T21:17:32+01:00,,,,,5000,0,0,249,1
2022-03-07T21:17:32+01:00,,,,,5000,0,0,270,1
2022-03-07T21:17:32+01:00,,,,,5000,0,0,246,2
2022-03-07T21:17:32+01:00,,,,,5000,0,1,253,2
2022-03-07T21:17:32+01:00,,,,,5000,0,0,254,1
2022-03-07T21:17:32+01:00,,,,,5000,0,0,247,1
2022-03-07T21:17:32+01:00,,,,,5000,0,0,247,1
2022-03-07T21:17:32+01:00,,,,,5000,0,1,234,2
2022-03-07T21:17:32+01:00,,,,,5000,0,1,250,2
2022-03-07T21:17:32+01:00,,,,,5000,0,0,228,1
2022-03-07T21:17:32+01:00,,,,,5000,0,0,229,1
2022-03-07T21:17:32+01:00,,,,,5000,0,1,243,2
2022-03-07T21:17:32+01:00,,,,,5000,0,0,247,1
2022-03-07T21:17:32+01:00,,,,,5000,0,0,252,1
2022-03-07T21:17:32+01:00,,,,,5000,0,0,262,2
2022-03-07T21:17:32+01:00,,,,,5000,0,1,268,4
2022-03-07T21:17:32+01:00,,,,,5000,0,0,242,1
2022-03-07T21:17:32+01:00,,,,,5000,0,0,205,1
2022-03-07T21:17:32+01:00,,,,,5000,0,0,231,2
2022-03-07T21:17:32+01:00,,,,,5000,0,1,253,2
2022-03-07T21:17:32+01:00,,,,,5000,0,1,223,1
2022-03-07T21:17:32+01:00,,,,,5000,0,0,229,2
2022-03-07T21:17:32+01:00,,,,,5000,0,0,269,1
2022-03-07T21:17:32+01:00,,,,,5000,0,1,248,2
2022-03-07T21:17:32+01:00,,,,,3415,0,0,170,1
2022-03-07T21:17:32+01:00,,,,,5000,4564,45,180,1
2022-03-07T21:17:33+01:00,,,,,5000,4540,48,128,1
2022-03-07T21:17:33+01:00,,,,,5000,4436,38,121,0
2022-03-07T21:17:33+01:00,,,,,5000,3547,33,521,1
2022-03-07T21:17:33+01:00,,,,,5000,3555,34,316,0
2022-03-07T21:17:33+01:00,,,,,5000,2971,23,1173,1
2022-03-07T21:17:33+01:00,,,,,5000,1473,14,2776,2
2022-03-07T21:17:33+01:00,,,,,5000,1406,11,2050,2
2022-03-07T21:17:33+01:00,,,,,5000,919,8,1431,1
2022-03-07T21:17:33+01:00,,,,,5000,1412,12,2817,3
2022-03-07T21:17:33+01:00,,,,,5000,1379,12,3076,3
2022-03-07T21:17:33+01:00,,,,,5000,779,8,3829,3
2022-03-07T21:17:33+01:00,,,,,5000,712,11,3952,9
2022-03-07T21:17:33+01:00,,,,,5000,886,9,4964,4
2022-03-07T21:17:33+01:00,,,,,5000,279,3,4202,3
2022-03-07T21:17:33+01:00,,,,,5000,102,2,5829,4
2022-03-07T21:17:33+01:00,,,,,5000,35,1,7212,5
2022-03-07T21:17:33+01:00,,,,,5000,94,2,6360,5
2022-03-07T21:17:33+01:00,,,,,5000,448,4,4365,3
2022-03-07T21:17:33+01:00,,,,,5000,571,7,4405,5
2022-03-07T21:17:33+01:00,,,,,5000,823,8,3491,3
2022-03-07T21:17:33+01:00,,,,,5000,747,10,3964,3
2022-03-07T21:17:33+01:00,,,,,5000,933,8,2896,2
2022-03-07T21:17:34+01:00,,,,,5000,670,6,3072,2
2022-03-07T21:17:34+01:00,,,,,5000,440,4,5489,4
2022-03-07T21:17:34+01:00,,,,,5000,1319,10,3174,2
2022-03-07T21:17:34+01:00,,,,,5000,1293,11,3540,2
2022-03-07T21:17:34+01:00,,,,,5000,688,6,4884,3
2022-03-07T21:17:34+01:00,,,,,5000,311,3,6549,5
2022-03-07T21:17:34+01:00,,,,,5000,871,9,5473,4
2022-03-07T21:17:34+01:00,,,,,5000,533,10,4196,11
2022-03-07T21:17:34+01:00,,,,,5000,972,8,2252,2
2022-03-07T21:17:34+01:00,,,,,5000,1214,10,2647,2
2022-03-07T21:17:34+01:00,,,,,5000,1959,15,985,1
2022-03-07T21:17:34+01:00,,,,,5000,691,6,782,1
2022-03-07T21:17:34+01:00,,,,,5000,970,9,1202,1
2022-03-07T21:17:34+01:00,,,,,5000,764,6,2286,1
2022-03-07T21:17:34+01:00,,,,,5000,727,6,2136,2
2022-03-07T21:17:34+01:00,,,,,5000,708,9,1545,2
2022-03-07T21:17:34+01:00,,,,,5000,1481,13,1313,1
2022-03-07T21:17:34+01:00,,,,,5000,1662,14,1135,1
2022-03-07T21:17:34+01:00,,,,,5000,1976,16,1746,1
2022-03-07T21:17:34+01:00,,,,,5000,2729,23,1456,1
2022-03-07T21:17:34+01:00,,,,,5000,1600,12,1660,1
2022-03-07T21:17:34+01:00,,,,,5000,1759,14,693,0
2022-03-07T21:17:34+01:00,,,,,3404,1121,11,730,1
2022-03-07T21:17:35+01:00,,,,,4174,4174,378,0,0
2022-03-07T21:32:04+01:00,,,,,5000,0,0,245,1
2022-03-07T21:32:04+01:00,,,,,5000,0,0,254,1
2022-03-07T21:32:04+01:00,,,,,5000,0,0,236,1
2022-03-07T21:32:04+01:00,,,,,5000,0,0,254,2
2022-03-07T21:32:04+01:00,,,,,5000,0,0,232,1
2022-03-07T21:32:04+01:00,,,,,5000,0,1,230,2
2022-03-07T21:32:04+01:00,,,,,5000,0,1,230,2
2022-03-07T21:32:04+01:00,,,,,5000,0,1,233,1
2022-03-07T21:32:04+01:00,,,,,5000,0,0,239,1
2022-03-07T21:32:04+01:00,,,,,5000,0,1,259,2
2022-03-07T21:32:04+01:00,,,,,5000,0,1,247,1
2022-03-07T21:32:04+01:00,,,,,5000,0,0,205,1
2022-03-07T21:32:04+01:00,,,,,5000,0,0,241,1
2022-03-07T21:32:04+01:00,,,,,5000,0,1,248,1
2022-03-07T21:32:05+01:00,,,,,5000,0,0,236,1
2022-03-07T21:32:05+01:00,,,,,5000,0,0,226,1
2022-03-07T21:32:05+01:00,,,,,5000,0,1,233,2
2022-03-07T21:32:05+01:00,,,,,5000,0,0,227,1
2022-03-07T21:32:05+01:00,,,,,5000,0,0,231,1
2022-03-07T21:32:05+01:00,,,,,5000,0,1,245,2
2022-03-07T21:32:05+01:00,,,,,5000,0,0,249,1
2022-03-07T21:32:05+01:00,,,,,5000,0,0,263,1
2022-03-07T21:32:05+01:00,,,,,5000,0,0,257,1
2022-03-07T21:32:05+01:00,,,,,5000,0,1,210,2
2022-03-07T21:32:05+01:00,,,,,5000,0,0,277,2
2022-03-07T21:32:05+01:00,,,,,5000,0,0,236,1
2022-03-07T21:32:05+01:00,,,,,5000,0,0,223,1
2022-03-07T21:32:05+01:00,,,,,5000,0,0,230,1
2022-03-07T21:32:05+01:00,,,,,5000,0,0,264,1
2022-03-07T21:32:05+01:00,,,,,5000,0,0,219,1
2022-03-07T21:32:05+01:00,,,,,5000,0,1,241,1
2022-03-07T21:32:05+01:00,,,,,5000,0,0,236,2
2022-03-07T21:32:05+01:00,,,,,5000,0,0,227,1
2022-03-07T21:32:05+01:00,,,,,5000,0,0,243,1
2022-03-07T21:32:05+01:00,,,,,5000,0,0,257,1
2022-03-07T21:32:05+01:00,,,,,5000,0,0,219,1
2022-03-07T21:32:05+01:00,,,,,5000,0,1,227,2
2022-03-07T21:32:05+01:00,,,,,5000,0,0,235,1
2022-03-07T21:32:05+01:00,,,,,5000,0,0,218,1
2022-03-07T21:32:05+01:00,,,,,5000,0,0,239,2
2022-03-07T21:32:05+01:00,,,,,5000,0,0,236,1
2022-03-07T21:32:05+01:00,,,,,5000,0,0,250,1
2022-03-07T21:32:05+01:00,,,,,5000,0,0,212,1
2022-03-07T21:32:05+01:00,,,,,5000,0,0,226,1
2022-03-07T21:32:05+01:00,,,,,5000,0,0,241,1
2022-03-07T21:32:05+01:00,,,,,5000,0,0,229,1
2022-03-07T21:32:05+01:00,,,,,5000,0,0,222,1
2022-03-07T21:32:05+01:00,,,,,5000,0,0,227,1
2022-03-07T21:32:05+01:00,,,,,5000,0,0,236,1
2022-03-07T21:32:05+01:00,,,,,5000,0,0,248,2
2022-03-07T21:32:05+01:00,,,,,5000,0,0,227,1
2022-03-07T21:32:05+01:00,,,,,5000,0,0,227,2
2022-03-07T21:32:05+01:00,,,,,5000,0,0,221,1
2022-03-07T21:32:05+01:00,,,,,5000,0,1,252,1
2022-03-07T21:32:05+01:00,,,,,5000,0,0,244,1
2022-03-07T21:32:05+01:00,,,,,5000,0,0,243,1
2022-03-07T21:32:05+01:00,,,,,5000,0,0,229,1
2022-03-07T21:32:05+01:00,,,,,5000,0,0,249,1
2022-03-07T21:32:05+01:00,,,,,5000,0,0,240,1
2022-03-07T21:32:05+01:00,,,,,5000,0,1,232,2
2022-03-07T21:32:05+01:00,,,,,5000,0,0,241,1
2022-03-07T21:32:05+01:00,,,,,5000,0,0,257,1
2022-03-07T21:32:05+01:00,,,,,5000,0,0,253,1
2022-03-07T21:32:05+01:00,,,,,5000,0,0,229,1
2022-03-07T21:32:05+01:00,,,,,5000,0,0,244,1
2022-03-07T21:32:06+01:00,,,,,5000,0,0,250,1
2022-03-07T21:32:06+01:00,,,,,5000,0,1,249,1
2022-03-07T21:32:06+01:00,,,,,5000,0,0,235,1
2022-03-07T21:32:06+01:00,,,,,5000,0,0,256,2
2022-03-07T21:32:06+01:00,,,,,5000,0,0,263,2
2022-03-07T21:32:06+01:00,,,,,5000,0,0,256,1
2022-03-07T21:32:06+01:00,,,,,5000,0,0,245,1
2022-03-07T21:32:06+01:00,,,,,5000,0,0,223,1
2022-03-07T21:32:06+01:00,,,,,5000,0,0,226,1
2022-03-07T21:32:06+01:00,,,,,5000,0,0,235,1
2022-03-07T21:32:06+01:00,,,,,5000,0,0,240,2
2022-03-07T21:32:06+01:00,,,,,5000,0,0,230,1
2022-03-07T21:32:06+01:00,,,,,5000,0,1,232,1
2022-03-07T21:32:06+01:00,,,,,5000,0,1,225,1
2022-03-07T21:32:06+01:00,,,,,5000,0,0,237,1
2022-03-07T21:32:06+01:00,,,,,5000,0,0,262,1
2022-03-07T21:32:06+01:00,,,,,5000,0,1,245,1
2022-03-07T21:32:06+01:00,,,,,5000,0,0,255,1
2022-03-07T21:32:06+01:00,,,,,5000,0,1,217,3
2022-03-07T21:32:06+01:00,,,,,5000,0,0,256,1
2022-03-07T21:32:06+01:00,,,,,5000,0,0,256,1
2022-03-07T21:32:06+01:00,,,,,5000,0,0,239,1
2022-03-07T21:32:06+01:00,,,,,5000,0,0,252,1
2022-03-07T21:32:06+01:00,,,,,5000,0,0,242,1
2022-03-07T21:32:06+01:00,,,,,5000,0,0,238,2
2022-03-07T21:32:06+01:00,,,,,5000,0,0,220,1
2022-03-07T21:32:06+01:00,,,,,5000,0,0,254,1
2022-03-07T21:32:06+01:00,,,,,5000,0,0,231,1
2022-03-07T21:32:06+01:00,,,,,5000,0,0,261,1
2022-03-07T21:32:06+01:00,,,,,5000,0,0,254,1
2022-03-07T21:32:06+01:00,,,,,5000,0,0,215,1
2022-03-07T21:32:06+01:00,,,,,5000,0,0,240,1
2022-03-07T21:32:06+01:00,,,,,5000,0,0,221,1
2022-03-07T21:32:06+01:00,,,,,5000,0,0,255,1
2022-03-07T21:32:06+01:00,,,,,5000,0,0,239,1
2022-03-07T21:32:06+01:00,,,,,5000,0,0,251,1
2022-03-07T21:32:06+01:00,,,,,5000,0,0,245,1
2022-03-07T21:32:06+01:00,,,,,5000,0,0,204,2
2022-03-07T21:32:06+01:00,,,,,5000,0,0,250,1
2022-03-07T21:32:06+01:00,,,,,5000,0,0,237,1
2022-03-07T21:32:06+01:00,,,,,5000,0,0,237,2
2022-03-07T21:32:06+01:00,,,,,5000,0,0,245,1
2022-03-07T21:32:06+01:00,,,,,5000,0,1,221,1
2022-03-07T21:32:06+01:00,,,,,5000,0,0,242,1
2022-03-07T21:32:06+01:00,,,,,5000,0,0,238,1
2022-03-07T21:32:06+01:00,,,,,5000,0,1,240,2
2022-03-07T21:32:06+01:00,,,,,5000,0,0,219,1
2022-03-07T21:32:06+01:00,,,,,5000,0,0,228,1
2022-03-07T21:32:06+01:00,,,,,5000,0,0,203,1
2022-03-07T21:32:06+01:00,,,,,5000,0,0,227,1
2022-03-07T21:32:06+01:00,,,,,5000,0,0,247,1
2022-03-07T21:32:06+01:00,,,,,5000,0,0,261,2
2022-03-07T21:32:07+01:00,,,,,5000,0,0,256,1
2022-03-07T21:32:07+01:00,,,,,5000,0,0,256,1
2022-03-07T21:32:07+01:00,,,,,5000,0,0,235,1
2022-03-07T21:32:07+01:00,,,,,5000,0,1,241,1
2022-03-07T21:32:07+01:00,,,,,5000,0,0,273,1
2022-03-07T21:32:07+01:00,,,,,5000,0,0,250,1
2022-03-07T21:32:07+01:00,,,,,5000,0,0,228,1
2022-03-07T21:32:07+01:00,,,,,5000,0,0,245,1
2022-03-07T21:32:07+01:00,,,,,5000,0,0,229,1
2022-03-07T21:32:07+01:00,,,,,5000,0,0,224,2
2022-03-07T21:32:07+01:00,,,,,5000,0,0,247,2
2022-03-07T21:32:07+01:00,,,,,5000,0,0,247,1
2022-03-07T21:32:07+01:00,,,,,5000,0,0,250,1
2022-03-07T21:32:07+01:00,,,,,5000,0,1,243,3
2022-03-07T21:32:07+01:00,,,,,5000,0,1,257,2
2022-03-07T21:32:07+01:00,,,,,5000,0,1,245,1
2022-03-07T21:32:07+01:00,,,,,5000,0,0,225,1
2022-03-07T21:32:07+01:00,,,,,5000,0,0,264,1
2022-03-07T21:32:07+01:00,,,,,5000,0,0,240,1
2022-03-07T21:32:07+01:00,,,,,5000,0,0,236,1
2022-03-07T21:32:07+01:00,,,,,5000,0,0,240,2
2022-03-07T21:32:07+01:00,,,,,5000,0,0,238,1
2022-03-07T21:32:07+01:00,,,,,5000,0,0,215,1
2022-03-07T21:32:07+01:00,,,,,5000,0,0,235,1
2022-03-07T21:32:07+01:00,,,,,5000,0,0,242,1
2022-03-07T21:32:07+01:00,,,,,5000,0,0,238,1
2022-03-07T21:32:07+01:00,,,,,5000,0,1,235,2
2022-03-07T21:32:07+01:00,,,,,5000,0,0,261,2
2022-03-07T21:32:07+01:00,,,,,5000,0,0,218,1
2022-03-07T21:32:07+01:00,,,,,5000,0,0,241,1
2022-03-07T21:32:07+01:00,,,,,5000,0,0,240,1
2022-03-07T21:32:07+01:00,,,,,5000,0,0,246,1
2022-03-07T21:32:07+01:00,,,,,5000,0,0,223,1
2022-03-07T21:32:07+01:00,,,,,5000,0,0,247,1
2022-03-07T21:32:07+01:00,,,,,5000,0,0,243,2
2022-03-07T21:32:07+01:00,,,,,5000,0,0,253,1
2022-03-07T21:32:07+01:00,,,,,5000,0,0,273,2
2022-03-07T21:32:07+01:00,,,,,5000,0,0,228,2
2022-03-07T21:32:07+01:00,,,,,5000,0,1,266,2
2022-03-07T21:32:07+01:00,,,,,5000,0,0,222,1
2022-03-07T21:32:07+01:00,,,,,5000,0,0,235,1
2022-03-07T21:32:07+01:00,,,,,5000,0,0,266,1
2022-03-07T21:32:07+01:00,,,,,5000,0,0,249,1
2022-03-07T21:32:07+01:00,,,,,5000,0,0,245,1
2022-03-07T21:32:07+01:00,,,,,5000,0,0,231,1
2022-03-07T21:32:07+01:00,,,,,5000,0,0,257,1
2022-03-07T21:32:07+01:00,,,,,5000,0,0,225,1
2022-03-07T21:32:07+01:00,,,,,5000,0,0,266,1
2022-03-07T21:32:07+01:00,,,,,5000,0,0,240,1
2022-03-07T21:32:07+01:00,,,,,5000,0,0,252,1
2022-03-07T21:32:07+01:00,,,,,5000,0,0,228,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,233,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,235,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,245,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,242,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,246,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,254,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,229,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,208,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,265,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,269,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,244,1
2022-03-07T21:32:08+01:00,,,,,5000,0,1,247,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,228,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,242,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,246,1
2022-03-07T21:32:08+01:00,,,,,5000,0,1,240,2
2022-03-07T21:32:08+01:00,,,,,5000,0,0,245,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,227,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,257,2
2022-03-07T21:32:08+01:00,,,,,5000,0,0,248,2
2022-03-07T21:32:08+01:00,,,,,5000,0,0,272,3
2022-03-07T21:32:08+01:00,,,,,5000,0,0,249,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,214,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,249,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,228,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,233,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,233,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,239,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,231,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,245,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,232,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,224,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,232,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,251,2
2022-03-07T21:32:08+01:00,,,,,5000,0,0,213,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,264,2
2022-03-07T21:32:08+01:00,,,,,5000,0,0,223,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,235,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,229,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,240,1
2022-03-07T21:32:08+01:00,,,,,5000,0,7,259,3
2022-03-07T21:32:08+01:00,,,,,5000,0,0,253,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,231,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,228,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,225,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,250,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,232,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,243,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,236,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,235,2
2022-03-07T21:32:08+01:00,,,,,5000,0,0,236,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,230,1
2022-03-07T21:32:08+01:00,,,,,5000,0,0,245,1
2022-03-07T21:32:09+01:00,,,,,5000,0,0,234,1
2022-03-07T21:32:09+01:00,,,,,5000,0,0,223,1
2022-03-07T21:32:09+01:00,,,,,5000,0,0,254,1
2022-03-07T21:32:09+01:00,,,,,5000,0,0,252,1
